RID,Reaction Link,Records,Reactants,Products,Reactants_List,Products_List,Reactants_SIDs_List,Products_SIDs_List,Products_Available,Status_50,Status_75,Status_100,ReactionOrder,ActivationEnergy,ReactantCID,ProductCID,FeatureVector
2423,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=14332286&r1=17778802&r2=0&r3=0&r4=0&p0=3352576&p1=10102439&p2=0&p3=0&p4=0&expandResults=true&,10,HNO + OÂ·,Â·OH + NO,"['HNO', 'O·']","['·OH', 'NO']","[8215, 9109]","[11206, 8814]",TRUE,TRUE,TRUE,TRUE,2,,"[945, 159832]","[157350, 145068]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0. -1.  0.  0.  0.]"
2428,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=14332286&r1=14332286&r2=0&r3=0&r4=0&p0=7732185&p1=10024972&p2=0&p3=0&p4=0&expandResults=true&,12,HNO + HNO,H2O + N2O,"['HNO', 'HNO']","['H2O', 'N2O']","[8215, 8215]","[7986, 8702]",TRUE,TRUE,TRUE,TRUE,2,10296.33333,"[945, 945]","[962, 948]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  2. -2.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
2431,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=14332286&r1=0&r2=0&r3=0&r4=0&p0=10102439&p1=12385136&p2=0&p3=0&p4=0&expandResults=true&,4,HNO,NO + HÂ·,['HNO'],"['NO', 'H·']",[8215],"[8814, 8457]",TRUE,TRUE,TRUE,TRUE,2,207750,[945],"[145068, 5362549]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0. -1.  0.  0.  0.]"
2458,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13983205&r1=22537151&r2=0&r3=0&r4=0&p0=7647010&p1=16873179&p2=0&p3=0&p4=0&expandResults=true&,3,HD + Â·Cl,HCl + D,"['HD', '·Cl']","['HCl', 'D']","[8176, 11174]","[8171, 7510]",TRUE,TRUE,TRUE,TRUE,2,-1921,"[167583, 5360523]","[313, 5460635]","[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  1.]"
2460,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13983205&r1=17778802&r2=0&r3=0&r4=0&p0=12385136&p1=13587547&p2=0&p3=0&p4=0&expandResults=true&,1,HD + OÂ·,HÂ· + OD,"['HD', 'O·']","['H·', 'OD']","[8176, 9109]","[8457, 9003]",TRUE,TRUE,TRUE,TRUE,2,36600,"[167583, 159832]","[5362549, 6914119]","[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.]"
2461,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13983205&r1=17778802&r2=0&r3=0&r4=0&p0=3352576&p1=16873179&p2=0&p3=0&p4=0&expandResults=true&,4,HD + OÂ·,Â·OH + D,"['HD', 'O·']","['·OH', 'D']","[8176, 9109]","[11206, 7510]",TRUE,TRUE,TRUE,TRUE,2,9249.666667,"[167583, 159832]","[157350, 5460635]","[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.]"
2463,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13983205&r1=16873179&r2=0&r3=0&r4=0&p0=13983205&p1=16873179&p2=0&p3=0&p4=0&expandResults=true&,2,HD + D,HD + D,"['HD', 'D']","['HD', 'D']","[8176, 7510]","[8176, 7510]",TRUE,TRUE,TRUE,TRUE,2,25300,"[167583, 5460635]","[167583, 5460635]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
2464,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13983205&r1=16873179&r2=0&r3=0&r4=0&p0=7782390&p1=12385136&p2=0&p3=0&p4=0&expandResults=true&,7,HD + D,D2 + HÂ·,"['HD', 'D']","['D2', 'H·']","[8176, 7510]","[7511, 8457]",TRUE,TRUE,TRUE,FALSE,2,27300,"[167583, 5460635]","[783, 5362549]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
2466,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13983205&r1=14762948&r2=0&r3=0&r4=0&p0=7664393&p1=16873179&p2=0&p3=0&p4=0&expandResults=true&,7,HD + Â·F,HF + D,"['HD', '·F']","['HF', 'D']","[8176, 11175]","[8180, 7510]",TRUE,TRUE,TRUE,TRUE,2,3004.8,"[167583, 5360525]","[14917, 5460635]","[ 1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  1.  0.]"
2486,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13940211&r1=22537151&r2=0&r3=0&r4=0&p0=7647010&p1=7704349&p2=0&p3=0&p4=0&expandResults=true&,4,SH + Â·Cl,HCl + S,"['SH', '·Cl']","['HCl', 'S']","[9423, 11174]","[8171, 9377]",TRUE,TRUE,TRUE,TRUE,2,,"[5460613, 5360523]","[313, 5362487]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.]"
2488,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13940211&r1=17778802&r2=0&r3=0&r4=0&p0=3352576&p1=7704349&p2=0&p3=0&p4=0&expandResults=true&,1,SH + OÂ·,Â·OH + S,"['SH', 'O·']","['·OH', 'S']","[9423, 9109]","[11206, 9377]",TRUE,TRUE,TRUE,TRUE,2,7949,"[5460613, 159832]","[157350, 5362487]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
2489,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13940211&r1=14762948&r2=0&r3=0&r4=0&p0=7664393&p1=7704349&p2=0&p3=0&p4=0&expandResults=true&,1,SH + Â·F,HF + S,"['SH', '·F']","['HF', 'S']","[9423, 11175]","[8180, 9377]",TRUE,TRUE,TRUE,TRUE,2,,"[5460613, 5360525]","[14917, 5362487]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.]"
2491,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13940211&r1=13940211&r2=0&r3=0&r4=0&p0=7704349&p1=7783064&p2=0&p3=0&p4=0&expandResults=true&,9,SH + SH,S + H2S,"['SH', 'SH']","['S', 'H2S']","[9423, 9423]","[9377, 7996]",TRUE,TRUE,TRUE,FALSE,2,,"[5460613, 5460613]","[5362487, 402]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
2548,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13774920&r1=17778880&r2=0&r3=0&r4=0&p0=7727379&p1=12385136&p2=0&p3=0&p4=0&expandResults=true&,2,NH + N,N2 + HÂ·,"['NH', 'N']","['N2', 'H·']","[8767, 8651]","[8692, 8457]",TRUE,TRUE,TRUE,TRUE,2,77.32,"[5460607, 57370662]","[947, 5362549]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.
 -1.  0.  2.  0.  0.  0.]"
2550,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13774920&r1=17778802&r2=0&r3=0&r4=0&p0=10102439&p1=12385136&p2=0&p3=0&p4=0&expandResults=true&,1,NH + OÂ·,NO + HÂ·,"['NH', 'O·']","['NO', 'H·']","[8767, 9109]","[8814, 8457]",TRUE,TRUE,TRUE,TRUE,2,,"[5460607, 159832]","[145068, 5362549]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  1.  0.  0.]"
2551,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13774920&r1=17778802&r2=0&r3=0&r4=0&p0=3352576&p1=17778880&p2=0&p3=0&p4=0&expandResults=true&,2,NH + OÂ·,Â·OH + N,"['NH', 'O·']","['·OH', 'N']","[8767, 9109]","[11206, 8651]",TRUE,TRUE,TRUE,TRUE,2,,"[5460607, 159832]","[157350, 57370662]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
2554,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13774920&r1=13774920&r2=0&r3=0&r4=0&p0=13770406&p1=17778880&p2=0&p3=0&p4=0&expandResults=true&,3,NH + NH,NH2 + N,"['NH', 'NH']","['NH2', 'N']","[8767, 8767]","[8771, 8651]",TRUE,TRUE,TRUE,TRUE,2,15716.33333,"[5460607, 5460607]","[123329, 57370662]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
2555,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13774920&r1=13774920&r2=0&r3=0&r4=0&p0=7727379&p1=12385136&p2=12385136&p3=0&p4=0&expandResults=true&,1,NH + NH,N2 + HÂ· + HÂ·,"['NH', 'NH']","['N2', 'H·', 'H·']","[8767, 8767]","[8692, 8457, 8457]",TRUE,TRUE,TRUE,TRUE,2,,"[5460607, 5460607]","[947, 5362549, 5362549]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.
 -2.  0.  2.  0.  0.  0.]"
2558,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13774920&r1=0&r2=0&r3=0&r4=0&p0=12385136&p1=17778880&p2=0&p3=0&p4=0&expandResults=true&,2,NH,HÂ· + N,['NH'],"['H·', 'N']",[8767],"[8457, 8651]",TRUE,TRUE,TRUE,TRUE,2,314500,[5460607],"[5362549, 57370662]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.]"
2562,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13770406&r1=22537151&r2=0&r3=0&r4=0&p0=7647010&p1=13774920&p2=0&p3=0&p4=0&expandResults=true&,1,NH2 + Â·Cl,HCl + NH,"['NH2', '·Cl']","['HCl', 'NH']","[8771, 11174]","[8171, 8767]",TRUE,TRUE,TRUE,TRUE,2,27600,"[123329, 5360523]","[313, 5460607]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.]"
2564,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13770406&r1=17778880&r2=0&r3=0&r4=0&p0=13774920&p1=13774920&p2=0&p3=0&p4=0&expandResults=true&,1,NH2 + N,NH + NH,"['NH2', 'N']","['NH', 'NH']","[8771, 8651]","[8767, 8767]",TRUE,TRUE,TRUE,TRUE,2,63200,"[123329, 57370662]","[5460607, 5460607]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
2565,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13770406&r1=17778880&r2=0&r3=0&r4=0&p0=7727379&p1=12385136&p2=12385136&p3=0&p4=0&expandResults=true&,1,NH2 + N,N2 + HÂ· + HÂ·,"['NH2', 'N']","['N2', 'H·', 'H·']","[8771, 8651]","[8692, 8457, 8457]",TRUE,TRUE,TRUE,TRUE,,,"[123329, 57370662]","[947, 5362549, 5362549]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.
 -2.  0.  2.  0.  0.  0.]"
2567,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13770406&r1=17778802&r2=0&r3=0&r4=0&p0=12385136&p1=14332286&p2=0&p3=0&p4=0&expandResults=true&,6,NH2 + OÂ·,HÂ· + HNO,"['NH2', 'O·']","['H·', 'HNO']","[8771, 9109]","[8457, 8215]",TRUE,TRUE,TRUE,TRUE,2,624,"[123329, 159832]","[5362549, 945]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  1.  1.  0.  0.]"
2568,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13770406&r1=17778802&r2=0&r3=0&r4=0&p0=3352576&p1=13774920&p2=0&p3=0&p4=0&expandResults=true&,4,NH2 + OÂ·,Â·OH + NH,"['NH2', 'O·']","['·OH', 'NH']","[8771, 9109]","[11206, 8767]",TRUE,TRUE,TRUE,TRUE,2,-840,"[123329, 159832]","[157350, 5460607]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
2569,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13770406&r1=17778802&r2=0&r3=0&r4=0&p0=1333740&p1=10102439&p2=0&p3=0&p4=0&expandResults=true&,2,NH2 + OÂ·,H2 + NO,"['NH2', 'O·']","['H2', 'NO']","[8771, 9109]","[7937, 8814]",TRUE,TRUE,TRUE,TRUE,2,-2627,"[123329, 159832]","[783, 145068]","[-1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  2.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.]"
2575,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13770406&r1=14989301&r2=0&r3=0&r4=0&p0=7647010&p1=14332286&p2=0&p3=0&p4=0&expandResults=true&,1,NH2 + ClO,HCl + HNO,"['NH2', 'ClO']","['HCl', 'HNO']","[8771, 7007]","[8171, 8215]",TRUE,TRUE,TRUE,TRUE,2,1073,"[123329, 166686]","[313, 945]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  1.  0.  0.]"
2577,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13770406&r1=14762948&r2=0&r3=0&r4=0&p0=7664393&p1=13774920&p2=0&p3=0&p4=0&expandResults=true&,1,NH2 + Â·F,HF + NH,"['NH2', '·F']","['HF', 'NH']","[8771, 11175]","[8180, 8767]",TRUE,TRUE,TRUE,TRUE,,,"[123329, 5360525]","[14917, 5460607]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.]"
2579,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13770406&r1=14332286&r2=0&r3=0&r4=0&p0=7664417&p1=10102439&p2=0&p3=0&p4=0&expandResults=true&,5,NH2 + HNO,NH3 + NO,"['NH2', 'HNO']","['NH3', 'NO']","[8771, 8215]","[8803, 8814]",TRUE,TRUE,TRUE,TRUE,2,-6448.6,"[123329, 945]","[222, 145068]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
2583,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13770406&r1=13774920&r2=0&r3=0&r4=0&p0=7664417&p1=17778880&p2=0&p3=0&p4=0&expandResults=true&,1,NH2 + NH,NH3 + N,"['NH2', 'NH']","['NH3', 'N']","[8771, 8767]","[8803, 8651]",TRUE,TRUE,TRUE,TRUE,2,449,"[123329, 5460607]","[222, 57370662]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.]"
2587,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13770406&r1=13770406&r2=0&r3=0&r4=0&p0=7664417&p1=13774920&p2=0&p3=0&p4=0&expandResults=true&,8,NH2 + NH2,NH3 + NH,"['NH2', 'NH2']","['NH3', 'NH']","[8771, 8771]","[8803, 8767]",TRUE,TRUE,TRUE,TRUE,2,12460.5,"[123329, 123329]","[222, 5460607]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  1.  0.  0.  0.]"
2592,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13770406&r1=0&r2=0&r3=0&r4=0&p0=12385136&p1=13774920&p2=0&p3=0&p4=0&expandResults=true&,1,NH2,HÂ· + NH,['NH2'],"['H·', 'NH']",[8771],"[8457, 8767]",TRUE,TRUE,TRUE,TRUE,2,318000,[123329],"[5362549, 5460607]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  0.  0.  0.]"
2603,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13765441&r1=13765441&r2=0&r3=0&r4=0&p0=7803625&p1=13825906&p2=0&p3=0&p4=0&expandResults=true&,3,SiH3 + SiH3,SiH4 + SiH2,"['SiH3', 'SiH3']","['SiH4', 'SiH2']","[9554, 9554]","[9582, 9532]",TRUE,TRUE,TRUE,FALSE,2,,"[139580, 139580]","[23953, 6327230]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.]"
2606,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13765441&r1=0&r2=0&r3=0&r4=0&p0=12385136&p1=13825906&p2=0&p3=0&p4=0&expandResults=true&,2,SiH3,HÂ· + SiH2,['SiH3'],"['H·', 'SiH2']",[9554],"[8457, 9532]",TRUE,TRUE,TRUE,FALSE,1,294000,[139580],"[5362549, 6327230]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  1.  0.
 -1.  0.  0.  0.  0.  0.]"
2638,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=13587547&r1=17778802&r2=0&r3=0&r4=0&p0=7782447&p1=16873179&p2=0&p3=0&p4=0&expandResults=true&,1,OD + OÂ·,O2 + D,"['OD', 'O·']","['O2', 'D']","[9003, 9109]","[8924, 7510]",TRUE,TRUE,TRUE,TRUE,2,-4373,"[6914119, 159832]","[977, 5460635]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  1.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.
 -1.  0.  0.  2.  0.  0.]"
2818,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=12385136&r1=60528769&r2=0&r3=0&r4=0&p0=2229074&p1=0&p2=0&p3=0&p4=0&expandResults=true&,1,HÂ· + Â·CH2,Â·CH3,"['H·', '·CH2']",['·CH3'],"[8457, 10972]",[11147],TRUE,TRUE,TRUE,TRUE,2,,"[5362549, 123164]",[3034819],"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.]"
2819,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=12385136&r1=60528769&r2=0&r3=0&r4=0&p0=1333740&p1=3315375&p2=0&p3=0&p4=0&expandResults=true&,17,HÂ· + Â·CH2,H2 + Â·CH,"['H·', '·CH2']","['H2', '·CH']","[8457, 10972]","[7937, 10960]",TRUE,TRUE,TRUE,TRUE,2,-3838,"[5362549, 123164]","[783, -1]","[-1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0. -1.
  1.  1.  0.  0.  0.  0.]"
2846,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=12385136&r1=22537151&r2=0&r3=0&r4=0&p0=7647010&p1=0&p2=0&p3=0&p4=0&expandResults=true&,1,HÂ· + Â·Cl,HCl,"['H·', '·Cl']",['HCl'],"[8457, 11174]",[8171],TRUE,TRUE,TRUE,TRUE,2,,"[5362549, 5360523]",[313],"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  1.]"
2847,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=12385136&r1=22400266&r2=0&r3=0&r4=0&p0=630080&p1=13774920&p2=0&p3=0&p4=0&expandResults=true&,6,HÂ· + NCO,CO + NH,"['H·', 'NCO']","['CO', 'NH']","[8457, 8743]","[6775, 8767]",TRUE,TRUE,TRUE,TRUE,2,92300,"[5362549, 140912]","[281, 5460607]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.]"
2850,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=12385136&r1=22400266&r2=0&r3=0&r4=0&p0=74908&p1=17778802&p2=0&p3=0&p4=0&expandResults=true&,2,HÂ· + NCO,HCN + OÂ·,"['H·', 'NCO']","['HCN', 'O·']","[8457, 8743]","[8147, 9109]",TRUE,TRUE,TRUE,TRUE,2,24300,"[5362549, 140912]","[768, 159832]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  1.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  1. -1.  0.  0.]"
2881,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=12385136&r1=17778880&r2=0&r3=0&r4=0&p0=13774920&p1=0&p2=0&p3=0&p4=0&expandResults=true&,3,HÂ· + N,NH,"['H·', 'N']",['NH'],"[8457, 8651]",[8767],TRUE,TRUE,TRUE,TRUE,3,,"[5362549, 57370662]",[5460607],"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.]"
2882,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=12385136&r1=17778802&r2=0&r3=0&r4=0&p0=3352576&p1=0&p2=0&p3=0&p4=0&expandResults=true&,3,HÂ· + OÂ·,Â·OH,"['H·', 'O·']",['·OH'],"[8457, 9109]",[11206],TRUE,TRUE,TRUE,TRUE,3,,"[5362549, 159832]",[157350],"[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0.  0.]"
2899,http://kinetics.nist.gov/kinetics/ReactionSearch?r0=12385136&r1=14989301&r2=0&r3=0&r4=0&p0=3352576&p1=22537151&p2=0&p3=0&p4=0&expandResults=true&,1,HÂ· + ClO,Â·OH + Â·Cl,"['H·', 'ClO']","['·OH', '·Cl']","[8457, 7007]","[11206, 11174]",TRUE,TRUE,TRUE,TRUE,2,20100,"[5362549, 166686]","[157350, 5360523]","[ 0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  0.  0.  0.  0.  0. -1.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.  0.
  1.  0.  0.  0.  0. -1.]"
